"Response","tweets"
"positive"," usairways thanks"
"negative"," united you a bish"
"negative"," americanair don t worry  i ll be sending a letter with what i expect from you for compensation  i fly twice a week w you guys   for now"
"negative"," southwestair will you please start offering services out of  triflight and  ashevilleair to other airports   have to drive 3 4 hrs to use u"
"negative"," usairways of course   yeah  travel has gotten harder  ask other passengers if they will switch  it s not the fact  it s the attitude "
"negative"," americanair  souljacoy what is aa going to do to fix their utterly embarrassing customer service  you won t even answer the dang phone "
"neutral"," jetblue what is the name of this tailfin  http   t co qxv45mv0ug"
"neutral"," united i live abroad and am flight booking problems flights for when i come visit the states   "
"negative"," united yup  it just happens way too often   5 times in the last 12 months"
"positive"," jetblue thanks so much             very relaxing flight "
"negative"," southwestair why am i still in baltimore    delta is doing laps around us and laughing about it    ridiculous"
"positive"," southwestair  fattuesday great job celebrating  mardigras today at atlanta airport  another reason i m nuts for you  http   t co 8wbzorrn3c"
"neutral"," jetblue you guys get rid of the hip hop stations on sirius xm "
"positive"," americanair i might look into that  my wife travels much more than i do  could we both use the membership "
"negative"," united  onlyinamerica  18 days and not a word from  unitedairlines  customerservices  bad pr guys "
"negative"," usairways waiting for my luggage on flight 1923  is there a delay "
"negative"," usairways really nigga   ur a fuck boy"
"negative"," usairways i have been rebooked but it has been handled very unprofessionally  cancelled flightations happen but the disorganization is uncalled for "
"neutral"," jetblue  flyingitforward pereira  colombia to help the kids from cartago streets and deliver a lot of clothes that i have picked to donate "
"positive"," united thank you"
"neutral"," united why are there no early morning flights from hnl to anywhere in the continental us  example  monday 4 20  need flight to phl"
"negative"," americanair trying to get my flight changed through dallas  calling your number just says thanks for calling and hangs up  guess i m stuck"
"negative"," americanair seriously  there aren t any reps available to take phone calls  even for platinum "
"neutral"," united we need a new flight to tucson"
"positive"," southwestair weather keeps slowing us down  not your fault  this is the 1st time a southwest flight of mine was late flight so i can t complain   "
"negative"," usairways  jtrexsocial i fell asleep from a call i placed midght   guess what still on hold 7 am"
"negative"," usairways headed to nyc from clt  funny to hear all phones ring at once and then the entire plane groan  has happened twice more  "
"positive"," southwestair listening center is open seating just like on their planes   ragandisney"
"negative"," southwestair i need your help but no one will pick up the phone "
"negative"," united a  she s an international  her phone is on the fritz  i had to get to chicago from nearly 4 hrs away to figure everything out "
"negative"," jetblue when it s 30 mins past scheduled time w  no departure in sight a flight no longer qualifies as  on time   updateyourwebsite  489"
"negative"," jetblue didn t find them unfortunately    but he was very helpful and took down my info incase they do get found"
"negative"," americanair last thing i want to deal w  before 8 on a mon  i ve already waited the suggested wait time  so i hope i get a call back asap "
"negative"," united i m constantly having challenges with upgrades  amp  charges  in order to prevent dvt i have to pay an addtl  180 http   t co xc6jq70r7b"
"negative"," usairways flight 705 fra cat did some odd zig zagging movements over frankfurt    is everything ok "
"positive"," jetblue had a great flight to orlando from hartford a few weeks ago  was great to get out on time and arrive early "
"negative"," united not tonight  we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed  thanks"
"negative"," jetblue  julesdameron  considering    accessibility is an absolute must   equality"
"negative"," southwestair apologies help  would have been nice had supvsr  sally in cle offered one  not usual gr8 southwest customer service i love"
"negative"," usairways i have better intel than she does   she said plane is due in at 630   flightaware and your own app say 645"
"neutral"," united what s the best way to get your tickets  print off at home or go to check in desk "
"negative"," united how can a plane that has been sitting in a hanger all day have numerous mechanical problems  doesn t anyone actually do maintenance"
"positive"," virginamerica love it  taking  southwestair on in their backyard  consumers win when biz competes "
"neutral"," united done and done"
"positive"," united sweet  follow back and i ll get the dm off"
"negative"," jetblue very disappointed with the lack of compassion from your baggage services dept  i nearly had to beg get just for a  courtesy report "
"negative"," united has two whole people trying to schedule a flight s worth of missed connections  shameful http   t co 6kqlhvap7g"
"neutral"," jetblue and  wsj team up offering in flight access to journal content http   t co ptsbka4cdj"
"negative"," americanair now you ve cancelled flightled my flight  first a priority ticket bumped and now this  you re losing customers  people are furious "
"neutral"," southwestair  just left there  friday "
"negative","can you not  rt  jetblue our fleet s on fleek  http   t co 413gial0yl"
"negative"," usairways   first impressions are hard to reverse   a horrible first experience with you   will never fly with you again   "
"negative"," usairways i tried that before using twitter  also gave me no helpful information  thank you anyway"
"negative"," southwestair how about  destinationdragon tix for tonite for the inconvenience since i am not there to play scavenger hunt "
"neutral"," jetblue  zakkohane pretty sure he s saying ricoh had great service down at bos     happytohelp"
"negative"," united seriously  fail on making strangers share a room"
"positive","    jetblue  our fleet s on fleek  http   t co g12sn5qsqz     no    yall better than this"
"negative"," americanair you delayed me for 15 hours in chicago and still managed to lose my bag  really not happy"
"neutral"," southwestair how can i get tickets for feb 20 imagine dragons show "
"neutral"," united even though technically after i land i will be silver "
"negative"," united your sfo yyj fight is cancelled flightled several times each week  why even bother "
"positive"," southwestair awesome   thanks "
"negative"," united you are making me miss big snow in montana  not cool "
"negative"," united this is the 2nd time i was rebooked  w delays   and for reasons unrelate flightd to weather  how do i go about requesting a flight voucher "
"neutral"," jetblue tell me more          because i need a 1 way to nyc  and i might choose you"
"negative"," americanair no  had already waited an hour for it and wanted to get home "
"positive"," southwestair thanks connection thru nashville have a1 boarding pass get to dallas gate boarding 40 min before flt get end of b group"
"positive"," united we were able to get on the moon flight  just got to our hotel in puerto rico  thank you "
"negative"," americanair i ve been trying to change a thursday flight and there s a ridiculous wait time on the phone  and your website isn t helping"
"negative"," americanair are there any travel advisories for toronto  on today  i can t access anything regarding international travel on your website  "
"negative"," americanair since we are leaving tomorrow to miami can you do one thing right and deliver the bags to the airport "
"neutral"," americanair dm the locator code  thanks "
"negative"," usairways my bags were supposed to be delivered to nyc last night  missing since thurs  but are not here  can someone call me "
"negative"," jetblue can you let me know status of flight  454 pbi jfk delayed 2 5hours now on board problem with hatch  "
"negative"," jetblue is really getting on my nerves              nothappy"
"negative"," united  lpdstock tweet bots obviously don t get sarcasm  making computers more and more like real people "
"negative"," usairways a tweeted apology is not enough for delay fiasco  none for insult from gate agent is worse  except for mark n   all bad at clt "
"negative"," united has an united flight ever been on time   americanisbetter"
"negative"," usairways seriously     flight cancelled flighted  auto rebooked to tuesday    then 3hr 26min on hold for nothing  renting car  want refund    "
"negative"," americanair absolute terrible service to schedule a 40 minute layover and then not let someone on the plane with the door not closed "
"neutral"," americanair  pbpinftworth iphone 6 64gb  not 6 plus "
"negative"," usairways not happy w  app late flightly  last time i flew wouldn t let me check in  this time i checked in went on late flightr says i never checked in"
"neutral"," southwestair do y all know when the new routes from hou to aruba  amp  puerto vallarta will be available "
"negative"," southwestair i couldn t fly you today  amp  it made the trip harder   had to pay for my checked bag   devotedyyours but for today    "
"negative"," united would be nice if  staralliance partner tickets that don t provide full pqm credit are more obvious before purchase  lost 1 200 miles"
"negative"," americanair too late flight now  boarded  exit rows taken  could not have gotten worse  guy next 2 me should ve bought 2 seats   miserablemorning"
"negative","    united   rikrik   what made you come to this  can we help you with anything   jp    the service just hasn t been great "
"negative"," southwestair in my 30 years of flying i have never been so pissed off   to many incidents for just one flight "
"neutral"," jetblue i would like to receive offers "
"negative"," southwestair do you know that your lost baggage portal http   t co huclxluv5h doesn t work on mobile  it s a 404 http   t co o4zr27qpcr"
"negative"," united i m rebooked on a flight tomorrow even though i had 1st class seat orig i have a lousy coach seat"
"positive"," jetblue yes  announced we will take off  you re on it  thank you "
"negative"," americanair   thanks  she submitted a damaged bag complaint online   is there anything else we can do   goodcustomerservice"
"positive"," united i will  thanks "
"negative"," southwestair 9 hours at this airport and you can t move a bag from one plane to another   furious"
"neutral"," southwestair are there discounts every tuesday cause im leaving fron birmingham airport to san fran next week in march sometime"
"positive"," united no worries   after everyone boarded  the cushions were brought in  took a while  but they made it here "
"neutral","see you in atl      southwestair  congrats to our  destinationdragons winners  ready  atlanta  http   t co ay1gidcfa4 http   t co yc7v2s0iod   "
"neutral"," united some compensation  e g  upgrade to higher class for my rescheduled flight to muc today  will be appreciated  though   "
"negative"," usairways and you took away my 1st class seat   love being a chairman preferred and assigned row 24 seat b middle seat"
"negative"," usairways seriously buy some wd40 for a319 operating flight 634 from geg to phoenix  every seat squeaks w every shift  still on ground "
"negative"," united club den  east or west  both are disgusting  http   t co xijyrpslzk"
"neutral"," united pick"
"neutral"," southwestair   thanks are flights operating now or cancelled flightled "
"negative"," southwestair some woman gets on plane and holds 2 seats in the bulkhead for her friends with c boarding passes  i paid   earlybird thx"
"neutral"," jetblue wall separating in row 1   safetyconcerns http   t co ztrdwv0n4l"
"negative"," americanair i m trying to make a reservation with a  lt  2 year old lap child  don t see any option online  how do i proceed with reservation "
"negative"," united what  you forgot to tell them the flight was coming    thanks for allowing me to miss my connection"
"positive"," united such a relaxing space for a drink before my flight   at  united global first lounge  https   t co j4cj0lrf2d http   t co dtlguq1kak"
"negative"," united flight ua3774 after two delays  just cancelled flightled and no more flights to norfolk that aren t booked  renting a car "
"negative"," jetblue i m also a mosaic customer and fly jet blue alot    "
"negative"," jetblue are going to let fl382 into a gate in bos any time soon  we re just sittin  here on the tarmac  waiting "
"neutral"," jetblue offers free flights for  fly it forward  campaign http   t co yh1kzkyzrr http   t co wmo6tkqhxp via  usatodaytravel  travel  cause"
"negative"," jetblue 5hrs on tarmac yest b4 cancelled flight  12am today 3  hr delay  why not send txt email re  jfk closed  amp  saved all trip 2 sit  airport again "
"neutral"," americanair followback"
"neutral"," jetblue do you know when the schedule for dec 2015 will be released "
"negative"," united  dear ted  we don t care about you nor the mileage plus card you pay a lot for  bye bye     united "
"neutral"," southwestair what are your services  what promotion you have at the moment   modelodenegocio  innovation  innovacion  businessmodel"
"negative"," usairways i didn t even leave the airport and you sent 2 of my bags to philadelphia "
"neutral"," americanair boom  http   t co pzgc6jch7n"
"negative"," southwestair can t dm you because you don t follow me "
"positive"," jetblue great thank you "
"positive"," southwestair luv my companion pass "
"positive"," southwestair jason  108639  at gate  3 in san made my afternoon     southwestairlines  stellarservice  thanks "
"neutral"," jetblue thanks for the fb  message telling me i will have to wait between 1 3 days   i m waiting "
"neutral"," usairways yes  it was sunday "
"negative"," usairways need to talk to a person about my bag  waiting on hold for two hours  bag s b delivered last night  online says not found "
"negative"," united are the miles going to be restructured  help a silver status brotha out  i thought i was winning with you guys until today lol"
"negative"," jetblue i m on flt 700 lax to fll both ppl are sleeping so id rather not disturb in flight  tried to dl movie no go http   t co nh2i9zlzmk"
"neutral"," united 8602947  jon at http   t co 58tutgli0d  thanks "
"negative"," united you guys are horrible  first we get stuck in the snow for a hr in ewr now sitting in cmh saying it could be 30min for a gate"
"negative"," usairways your gate team are polite  but your planes are habitually late flight  in many cases  passengers are waiting for the flight crew "
"neutral"," virginamerica are you ready   let s say it together    noooo turbulence today       "
"negative"," united  unitedappeals  gg8929 what kind of hypocrisy is that  only cancelled flightling tickets with bad exchange rate if in your advantage  united"
"positive"," united you re my early frontrunner for best airline   oscars2016"
"negative"," americanair but at least your automated message gives me info about your merger w   usairways  another airline i know to avoid "
"negative"," usairways not happy with start of trip   cancelled flightled flight  poor customerservice"
"negative"," usairways hooray  i ve now been on hold for over an hour  i ve never loved southwest more "
"negative"," usairways unable to locate baggage  this is frustrating  all my sons clothes and needs in it   zfv  yyz  usairways  baggagelost"
"positive"," jetblue thanks for the upgrade       so far so good   keepitup http   t co bkmfey7qol"
"neutral"," southwestair  i heard a rumor flight 898 was cancelled flightled   is this true "
"negative"," americanair confused at the definition of a  preferred seat   i paid extra for one and got a regular seat with no legroom  unimpressed "
"negative"," usairways is the worst  i have to pay  200 just to not take my first flight in a round trip  otherwise they ll cancelled flight my whole flight "
"negative"," usairways i will be on this plane while on the ground longer than i will be in the air  us5235"
"negative"," united i m so frustrated and nervous because of this "
"negative"," jetblue i love your flights  but theres always some delay unfortunately"
"negative","haha   jetblue  our fleet s on fleek  http   t co kmanldqbh4   "
"positive"," united i d like to thank and recognize terri p at dulles for going out of her way to get me back on my raleigh flight"
"positive"," southwestair thank you  i know ya ll can t control the weather  i appreciate ya ll working to get my flight rebooked the last two days "
"negative"," americanair  800 number will not even let you wait for next customer rep  very frustrating  can t talk to humans "
"neutral"," americanair i had booked online but unable to cancelled flight online  but finally got thru "
"negative"," united flight delayed 40 minutes in ord because plane didn   t have all the food  that should be fixed in the future  it   s a dumb delay "
"positive"," usairways another great flight  funflightattendants  thanks for showing my dad wonderful customer service   flt635  lax  phx  sundayfunday"
"negative"," americanair i m getting calls from 1 800 433 7300 but the calls seem to drop instantly  is there any alternate avenue for resched  support "
"negative"," jetblue that is a stock response  delays not as frustrating as poor cust serv  amp  being told by 3 ppl to wait  amp  they d come back but did not "
"neutral"," united tremendous  what would you recommend "
"neutral"," virginamerica lister to my show my on monday 1230 130"
"positive"," virginamerica thank you  i absolutely will     "
"negative"," americanair terror story my luggage was delayed both ways on an international flight for over 5 days total  angrycustomer"
"negative"," americanair thanks for no fresh food on my cross country flight and for making my connection so close no time to eat  tpa dfw lax"
"positive"," southwestair thanks  very excited to see it  d"
"neutral"," united this is me and my partners first trip to  nyc i bought the tickets at the same time please seat us next to each other conf  ilc0hp"
"negative"," jetblue i lost a day at the airport and off my trip  i should be compensated for the inconvenience     "
"negative"," southwestair   been on hold forever  my first flight was cancelled flightled but my 2nd flight is still on time   help "
"negative"," usairways what was the point of the merger   why not just go out of business if your not turning a profit anymore "
"neutral"," jetblue just sent it"
"negative"," jetblue nope  this 8 45am flight is now not leaving until almost 5pm  5  i can t believe i paid money for this "
"negative"," united my flight was delayed due to maintenance in lit and caused me to miss my connection at iah to msy  can you help "
"negative"," usairways stuck on tarmac for 30 mins at phl waiting for someone to load baggage ridiculous http   t co brcsjbxg2s"
"positive"," jetblue you re still the best"
"neutral"," united to start 3xdaily  embraersa  erj145 flights from  chicago  fly2ohare to  evansville on 4jun  avgeek"
"negative"," southwestair anyone answering phone this morning at 800iflyswa  on hold 51 minutes and counting   "
"negative"," southwestair when and why was flight 4471 from msp cancelled flighted this am "
"negative"," usairways sucks   flt 2692 late flight by 20 mins missed my connection   thanks for the 10 bucks and a middle seat on the next flt "
"positive"," united thank you for responding so quickly with a helpful tool   dustyob"
"negative"," usairways on hold for 1 23  all because they won t let me use a companion voucher online http   t co dphqrgkdoa"
"positive"," united have reported it   still in istanbul at the moment apparently   on the other plane haha   hats off to the pilot "
"negative"," southwestair been on hold over 90 minutes  you can fly  but not answer the phone "
"positive"," united i am impressed with your super fast reply to  cgjase"
"negative"," americanair they responded  i can t respond to their response  nor can i speak with someone   worstcustomerserviceever"
"neutral"," united i m searching for flights to redeem with miles and getting different search results with 2 user accounts  any reason why "
"negative"," americanair why did flight 1636 get cancelled flightled  waiting for a rep to rebook  but wondering if there will be other issues getting out "
"negative"," virginamerica i spoke with a representative that offered no solution  i am a loyal customer who flies on  virginatlantic as well"
"positive"," united thanks  just a program comment  the system assigned seats behind each other even though pairs were available  i changed it back "
"positive","i always look forward to jb rt  jetblue   bostongarden    looking forward to welcoming you onboard      "
"negative"," usairways i ve called for 3 days and can t get thru  is there some secret method i can use that doesn t result in you hanging up on me "
"negative"," americanair i understand the weather issues  i don t understand how i was not notified of the cancelled flightlation  and had to realize it so late flight "
"negative"," usairways 3hr30min right now     any end in sight "
"negative"," usairways   how do i get an answer to my question   holding for hours   after 6x getting your message just said you aren t taking calls "
"positive"," united i was protected on that flight by gate agent kerry at las  she also did an excellent job getting me to my destination today  thanks "
"neutral"," southwestair is the contest over for destination dragons  i want to try to do everything i can to go "
"neutral"," southwestair  geekstiel do you know when the last chance is "
"neutral"," jetblue it s time for a direct flight from  jfk to  pitt       official jetblue terminal 5   new york    http   t co qygxgmd3sn"
"neutral"," southwestair can take u to midway chicago march 8th april 6th  can t make it then   americanair can get u to  fly2ohare year round   flypbi"
"neutral"," jetblue follow me pls "
"neutral"," united i ll let you know week after next when i do another coast coast rt again "
"negative","  united nope   had to rebook through houston so i could get to amarillo before 11pm  stuck in sfo for four hours "
"negative"," southwestair also  they said they couldn t even book the flight  they were having to put me on hold  amp  have someone else do it   "
"negative"," united 4595  we are now going back to the gate b c of something overheating after sitting out here for 3  hours love united but this stinks"
"positive"," southwestair thanks for the response  was able to get my situation resolved  not a fan of mother nature today    "
"negative"," usairways   been on hold with reservations for over 30 min already   worstairline"
"neutral"," united  jedediahbila kp i am not traveling   we trying to cheer up ms  bila "
"negative"," usairways  usairways  unacceptable  holdtime really   http   t co upp41abxrq"
"negative"," united the long wait was the icing on the cake  why don t you fix your reservation system so the confirm   doesn t get changed mid travel"
"neutral"," americanair i m going to speak with customer service at the airport tomorrow morning and see what my options are  i need a flight tomorrow"
"negative"," americanair can i get home before 12 or no "
"negative"," americanair  macario2 but you are late flight again   again and again  where are the crew "
"negative"," united fuck you for not caring     "
"negative"," united help  my girlfriend amy lloyd is going to miss our flt to zurich bc of your fault  she needs a golf cart to meet her at ord  1 "
"neutral"," southwestair  how do i get a companion pass    thanks   lin s"
"positive"," southwestair thank you    "
"neutral"," southwestair flight 3744  n284wn  departs  flytpa enroute to  phxskyharbor http   t co bd5tvr3gcy"
"neutral"," southwestair  i sent a email to customer relations and i will be calling tomorrow "
"negative"," americanair flight cancelled flightled and was trying to reschedule but 800 number just says to call back"
"negative"," united omg where is my bag    yyzua70435   enough with the shenanigans already  it s getting real old real quick  "
"negative"," americanair  eleonora7 good luck i ve been waiting a week"
"negative"," usairways i called the number and they said no one is available to take my call   guys this is insane"
"negative"," americanair are you kidding  you don t think i ve done that   i ve called dozens of times  amp  it tells me to call back  amp  hangs up "
"negative"," usairways 24 hrs of traveling and this just welcomes u back home to the us  4 hr layover and i get to watch it going to wrong destination "
"negative"," jetblue managers telling us to write a letter because we re upset about our tickets to leave tomorrow getting cancelled flightled without any notice"
"negative"," usairways can t stress enough how awful the agent was for flight 5283  knew 11 ppl from delayed flight were on way in mins  no compassion "
"negative"," united why do you bother surveying me "
"negative"," united we booked at the same time and he called was told confirmed we were linked  even after he had to make changes to his rez "
"negative"," americanair no  it wouldn t let me complete transaction because it was one way from barbados to nyc"
"negative"," united thanks for remembering to load my bag onto my connecting flight  oh wait you forgot  iceland should be fun with no clothes    "
"negative"," usairways will tweet all day until i get  a live cust rep  i will make sure the world knows you don t care about your customers health "
"negative"," americanair mold on my flight    us3825  filthyplane  hopeidonotgetsick http   t co zik2uoxgnw"
"neutral"," jetblue hi i flew with your airline once in australia and saw zero kangaroos  had this been rectified"
"negative"," southwestair the woman working the counter in philly at 630 this am needs to be fired  due to bad weather  i along with other passengers"
"neutral"," southwestair hello i was talking with  southwestverity but it says you moved here  they sent me a voucher but does not work can u help "
"positive"," southwestair sent  thanks vp "
"positive"," virginamerica your beautiful front end design is down right now  but it was cool to still book my ticket b c all your back end was secure "
"neutral"," virginamerica or watch some of the best student films in the country at 35 000 feet   cmfat35000feet http   t co kek5pdmgif"
"negative"," united load balancing system apparently down  systemwide   major impact on all  united airlines flights  was this a  cyberattack "
"negative"," jetblue only w   70 upgrade  unsure why she can t just switch someone around  i called 24 hrs in advance for this reason "
"negative"," usairways and really  it s a middle initial versus middle name  all else the same  not spending my time on your computer issues "
"neutral"," united is pri boarding for  active military  or only  in uniform   90  can t travel in uniform for opsec reason  even on official travel"
"positive"," americanair flight 236 was great  fantastic cabin crew  a  landing   thankyou  jfk http   t co drw08djhai"
"positive"," southwestair the fact that u see black history month 12 months a year is honorable  we will be an economic base for corp  like u in future "
"positive"," southwestair give this guy a raise    great start to flight from az to mke  "
"negative"," usairways and the lies continue  just waited another hr to get boarding passes for flight supposedly created today which is now cancelled flightled  "
"positive"," united thnx "
"positive"," united your staff  both on deck and in the cabin on ua768 sfo   gt  bos were exceptional today  please tell them well done   "
"negative"," usairways like they will call me  i v been trying since yesterday and no one is answering   "
"positive"," virginamerica this is great news   america could start flights to hawaii by end of year http   t co r8p2zy3fe4 via  pacificbiznews"
"positive"," southwestair  coachgs what s even better is the price changed in the 2 minutes since i talked to the lady and they still honored the cheap1"
"negative"," usairways worse experience  clt to dc  oversold by 20  lost carry on luggage cancelled flightled connecting flight to nyc   flydelta"
"negative"," united hi i am still waiting for the refund  this is ridiculous or u approve my tickets or u give me a refund please advise wht is going on"
"negative"," usairways what s up with flight 5545 no gate agent or plane at phx b18   nice customer service "
"negative"," southwestair i was on hold for two hours and finally hung up  i was able to do what i needed to without customer service eventually "
"negative"," virginamerica why cancelled flight flight vx413  one sec its delayed  on my to airport  the next its cancelled flightled gonna email or call me to reschedule "
"negative"," americanair she could even see that i had tried to make the transaction but wouldn t offer me the price i d tried to purchase it at "
"negative"," usairways are you not even going to acknowledge that you bumped me from a flight  not because of weather i am in arizona "
"negative"," southwestair i just recieved an email from your memphis station hopefully they have my bag "
"negative"," americanair i do not need an apology  i need you to fix it in a competent manner "
"negative"," jetblue at what point do u cancelled flight flights to dca  other airlines have already cancelled flightled"
"neutral"," jetblue customer of the year  http   t co epqqonho2h"
"negative"," united i have no way of making phones calls    need to handle via twitter email web  thank you "
"negative"," usairways being put back on hold for what has now been an hour is completely unacceptable "
"negative"," virginamerica why can t you supp the biz traveler like  southwestair  and have customer service like  jetblue  neverflyvirginforbusiness"
"negative"," united two hour delay for a plane that was visible from the airport  so far terrible customer service   neveragain"
"neutral"," united i got it now  wouldn t let me log on with my email  thx  here s hoping for dtw ase without issue today"
"positive"," southwestair sent your way  thanks for the help "
"positive"," southwestair received awesome phone help from jim today  helped me switch around flights booked with points "
"negative"," united is a money sucking airline with terrible terrible customer service"
"negative"," united thank you  mention that before i boarded she asked 1other person to measure their bag  and it was another woman  men not asked "
"neutral"," usairways i m on flight 623 from dia to ontario tomorrow morning  no access to the airport via taxi or shuttle  what should i do "
"negative"," jetblue can t seem to dm you guys   jdhadp"
"negative"," usairways nope  done  was supposed to get home at 9pm and didn t get home until midnight   neveragain"
"neutral"," united airlines  ceo jeff smisek  disloyal to loyal workers http   t co 0cevy3p42b via  huffpostbiz"
"neutral"," americanair no  prebook flight for wife s 40th bday in no  i recently have had surgery and can t travel  won t let another go in my place"
"negative"," americanair not very helpful if my flight is already cancelled flightled  what about reflight booking problems  aa has my email and cell   yet no notifications "
"neutral"," jetblue     you haven t got me just yet  can a 1 way lax nyc cost me under 190 "
"negative"," usairways your new seat assignment service is an embarrassment to airlines and customers worldwide   shameonyou  usairwayssucks"
"negative"," united will lose my bag but won t give me free pretzels  frauds"
"negative"," southwestair flight cancelled flightled out of bna     do i have to reschedule now or can travel funds be put back into my account for future use "
"neutral"," jetblue how do i get a copy of my last flight showing original time and delay  i need it for work  thanks "
"negative","    united   rikrik   what made you come to this  can we help you with anything   jp    inconvience "
"negative"," united flight 4567 agent now wandered off  pilots came out looking for her  went to charge her personal phone which she d been txting on"
"negative"," usairways denied me standby bc of checked bag in cvg 5163 to phl   6  so i had to take delayed 3751 4 hrs late flightr   except u lost bag in cvg"
"neutral"," usairways oh they saw it and said nothing "
"negative"," americanair so great aa1103 sitting for an hour first technical problems now what "
"neutral"," americanair 235   we made it to seattle   "
"negative"," americanair  you neglected to mention the  200 fee per ticket   i had a medical reason and still have had to jump thru hoops "
"negative"," usairways there s over 50 people in line and only one agent "
"positive"," americanair exceptional customer service from aa   my misplaced item was waiting for me at checkin followed by a smooth flight  thank you "
"neutral"," united hi again  any updates here "
"positive"," united thank you "
"negative"," united i have been told twice my issue has been resolved and twice it has not been  and when i write an email it bounces    worstservice"
"positive","i know you have a lot of baggage    but i want you to know i really enjoyed being inside you   jetblue  jetbae"
"positive"," united for the record  rozana at newark was lovely and helpful   choosekind"
"positive"," americanair absolutely "
"negative"," usairways thanks for cancelled flighting flight 5097 today  now missing required training  not a happy customer "
"neutral"," southwestair no monkey business we luv swa    mdw2mci  homeandreadyfornexttrip http   t co 2xjvun66zz"
"negative"," united yes  but they still don t know where it is   i ve been told it might be on a flight  but now no one can confirm it "
"positive","    americanair  we hope you enjoy the  winterweather and brought your warm coat and gloves  maria     yup  new beanie http   t co aneqxzr4bp"
"negative"," united please send help asap to  kathrynsotelo on flight 5957 to chicago seat 9c  airlines http   t co 9skrlyrz1o"
"positive"," southwestair i would appreciate that   thank you "
"negative"," united is 4 30am and i am in the customer service line trying not to scream   epicfailunited"
"negative"," united you guys are atrocious   far better service as silver on delta than you as a platinum   i ll be switching back to delta "
"neutral"," usairways  americanair for frequent flyer miles can we schedule interchangeably and get credit "
"negative"," americanair rebooked for tomorrow morning  never been here   not sure what i can see before tomorrow morning "
"negative"," usairways  not happy  wife 40th bday trip  would like to be fully compensated for both flights"
"neutral"," virginamerica  ladygaga  carrieunderwood julie andrews first but lady gaga wow d me last night  carrie  meh "
"negative"," southwestair i ve been on hold for an hour now  59 57 as i type this  ridiculous  all i need is the link to the chart that has routes  time"
"neutral"," americanair no not yet  waiting to be connected to an agent"
"positive"," jetblue thanks  still booked our trip 3 13 17 lb to slc to see grand kids   just very frustrating  tried app  web  etc  still love u guys "
"neutral"," usairways  americanair no  don t leave me   "
"negative"," americanair  upon entering plane to 2  usairways stewardesses   can i have some water    no we don t do that  please take your seat "
"neutral"," jetblue that s cause we re trueblue  it s ur  love that keeps liftin  me  higherandhigher https   t co xgfs6tjtmo http   t co ixm3t5mizc"
"negative"," americanair  travisamex it s not the weather  it s also gross incompetence  understaffing  crew forgetting to load bags  don t duck truth "
"negative"," usairways  you cancelled flighted  amp  rescheduled my flight  amp  still getting updates  amp  can t find my current flight on my account http   t co 8je1h3666w"
"negative"," americanair thank you for the acknowledgement  the ife didn t work all that well anyway so maybe time to upgrade to lower profile system "
"positive"," americanair thanks keep me updated just hope i make either of my connections to killeen tx"
"neutral"," usairways trying to book award travel leaving on red eye sunday night after midnight  should i book the date in sunday or monday "
"negative"," usairways still can t get through and travel in 2 days   ridiculous  donthavehighhopes"
"negative"," usairways  flight2031 the flight to hell"
"negative"," united after 2 days   1 flight cancelled flightled  another delay for 8 hours  united gave me a  7 food voucher  that s how much they value my time  "
"negative"," southwestair worst customer service ever  you cancelled flightled my connecting flight to ny hours ago  amp  didn t tell me  now i m stuck in tampa "
"negative"," americanair i know   after an hour i got a live person   it messes up our arrival and car plans at two airports and is costing us more "
"negative"," united not to belabor my point but shouldn t i be able to put a laptop bag above my seat   why is it announced to leave it for rollers  thx"
"negative"," usairways i just want to find my bag so i won t have to go through the hassle of trying to claim what was in my suitcase  usairwaysfail"
"neutral","decisions decisions  mandarinjourney  united   we d love for you to try our service  we offer status match too  http   t co xbqqqbrgvf  kp   "
"neutral"," united ua1469  just landed "
"positive"," southwestair happy to enter your sweepstakes again  nutsaboutsouthwest"
"negative"," jetblue yes  well they are operating outside of your terminal and targeting vulnerable passengers  no better than thieves "
"negative"," usairways beware   barklays bank has terrible cust service  will not assist  only know to go by badly written book in english  "
"negative"," jetblue no updates on anything  all we know is there is an issue with the front wheels being locked "
"negative"," southwestair u were bae until u lost both of my bags and had no clue where they were or what happened to them for 36 hours   "
"negative"," usairways you have cancelled flighted our flights 5 times over the past 3 days   and the experience has been the worst   never again   "
"negative"," americanair disappointing lack of kindness toward this person  the agent asked her counterparts  why this person was talking to her  "
"negative"," southwestair pretty terrible customer service  sat on hold 10 min  then a busy signal  then disconnected  do all airlines have to suck "
"positive"," united i was well taken care of  thanks  i ve already been sent a survey request  amp  i ll share my positive experience  despite delay "
"negative","i hate you all  rt  jetblue  our fleet s on fleek  http   t co utdfqf5wpa"
"negative"," usairways i ve been on hold for over 90 minutes    there s a lack of quality service here   nobody cares that i hate your shitty airline "
"negative"," usairways   premier provider of missed connections   usairwaysfail"
"negative"," southwestair you have no baggage tracking system "
"neutral","rt  jetblue  our fleet s on fleek  http   t co wezumdimyf"
"neutral"," united there are at least 3 of us on ua1564 at ord waiting to deplane to catch ua4232 to clt  any chance of waiting to last second for us "
"negative"," united so i wasted 40mins filling in 2 online forms you are telling me you didn t receive  how do i know this won t happen this time "
